Id_d,Creador_empresa_si_exite,Origen_FRIJOL_BARRA,REF,Revisar,Porcentaje_Cocoa,Empresa_localidad,Popularidad,Frijo_tipo,Haba_origen,Popularidad_Class
504,Danta,"Oscuro, Finca Chimelb",991,2012,0.7,Guatemala,3.25,,Guatemala,Sastisfactorio
505,Danta,Los Ujuxtes,661,2011,0.6,Guatemala,3.5,,Guatemala,Sastisfactorio
506,Danta,Las Acacias E.,423,2009,0.75,Guatemala,3,Criollo,Guatemala,Sastisfactorio
507,Danta,Las Acacias E.,423,2009,0.6,Guatemala,3.25,Criollo,Guatemala,Sastisfactorio
508,DAR,"Venezuela, batch 122",1920,2016,0.72,U.S.A.,2.75,,Venezuela,Decepcionante
509,DAR,Vietnam,1920,2016,0.72,U.S.A.,3,Trinitario,Vietnam,Sastisfactorio
510,DAR,"DUO, batch 002",1920,2016,0.7,U.S.A.,3.25,,"Ecuador, Costa Rica",Sastisfactorio
511,Dark Forest,Bolivia,1708,2016,0.75,U.S.A.,3.25,,Bolivia,Sastisfactorio
512,Dark Forest,Madagascar,1550,2015,0.7,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
513,Dark Forest,Ocumare,1550,2015,0.7,U.S.A.,3.25,,Venezuela,Sastisfactorio
514,Dark Forest,Tanzania,1554,2015,0.7,U.S.A.,3,,Tanzania,Sastisfactorio
515,Dark Forest,Ecuador,1554,2015,0.7,U.S.A.,3.25,,Ecuador,Sastisfactorio
516,Davis,Ghana,1093,2013,0.7,U.S.A.,2.5,Forastero,Ghana,Decepcionante
517,Davis,Rainforest,1093,2013,0.7,U.S.A.,2.75,,Dominican Republic,Decepcionante
518,Davis,Venezuela,1093,2013,0.7,U.S.A.,2.75,,Venezuela,Decepcionante
519,Davis,West Africa,907,2012,0.58,U.S.A.,3.25,Forastero,West Africa,Sastisfactorio
520,De Mendes,"Nativo, Varzea",1462,2015,0.72,Brazil,3.5,,Brazil,Sastisfactorio
521,De Mendes,"Selvagem, Jari",1462,2015,0.65,Brazil,3.5,,Brazil,Sastisfactorio
522,De Villiers,Bundibugyo District,1832,2016,0.7,South Africa,2.5,Forastero,Uganda,Decepcionante
523,De Villiers,"Sambirano Valley, batch 2477",1832,2016,0.7,South Africa,3,,Madagascar,Sastisfactorio
524,Dean and Deluca (Belcolade),Madagascar,170,2007,0.66,U.S.A.,2.5,Trinitario,Madagascar,Decepcionante
525,Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,U.S.A.,3,,Costa Rica,Sastisfactorio
526,Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,U.S.A.,3,,Ecuador,Sastisfactorio
527,Dean and Deluca (Belcolade),Ghana,175,2007,0.6,U.S.A.,3,Forastero,Ghana,Sastisfactorio
528,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,0.64,U.S.A.,3,,Papua New Guinea,Sastisfactorio
529,Dean and Deluca (Belcolade),Peru,180,2007,0.64,U.S.A.,3,,Peru,Sastisfactorio
530,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,0.64,France,3,,Papua New Guinea,Sastisfactorio
531,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,0.66,France,3.75,,Venezuela,Sastisfactorio
532,Desbarres,"Kilombero, batch 41",1916,2016,0.72,Canada,2.5,,Tanzania,Decepcionante
533,DeVries,Bolivian,241,2008,0.8,U.S.A.,2.75,,Bolivia,Decepcionante
534,DeVries,Costa Rica,166,2007,0.77,U.S.A.,3.5,Trinitario,Costa Rica,Sastisfactorio
535,DeVries,Dominican Republic,166,2007,0.77,U.S.A.,3.5,,Dominican Republic,Sastisfactorio
536,Dick Taylor,Lanquin Estate,1952,2017,0.7,U.S.A.,3.75,,Guatemala,Sastisfactorio
537,Dick Taylor,Tien Giang,1864,2016,0.78,U.S.A.,3.5,Trinitario,Vietnam,Sastisfactorio
538,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,0.7,U.S.A.,3.75,,Bolivia,Sastisfactorio
539,Dick Taylor,Elvesia,1235,2014,0.74,U.S.A.,3.5,,Dominican Republic,Sastisfactorio
540,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,0.7,U.S.A.,3.25,,Ecuador,Sastisfactorio
541,Dick Taylor,Camino Verde,1193,2013,0.76,U.S.A.,3.5,,Ecuador,Sastisfactorio
542,Dick Taylor,Bolivia,895,2012,0.75,U.S.A.,2.75,,Bolivia,Decepcionante
543,Dick Taylor,Belize,955,2012,0.72,U.S.A.,2.75,Trinitario,Belize,Decepcionante
544,Dick Taylor,Sambirano,661,2011,0.8,U.S.A.,2.75,Trinitario,Madagascar,Decepcionante
545,Dick Taylor,Sambirano,661,2011,0.72,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
546,Dick Taylor,Mantuano,682,2011,0.75,U.S.A.,2.75,Criollo,Venezuela,Decepcionante
547,Dick Taylor,La Red,769,2011,0.74,U.S.A.,3,,Dominican Republic,Sastisfactorio
548,Dick Taylor,Ecuador,769,2011,0.7,U.S.A.,3.25,,Ecuador,Sastisfactorio
549,Doble & Bignall,Puerto Cabello,1688,2015,0.85,U.K.,3,,Venezuela,Sastisfactorio
550,Doble & Bignall,"Panama, Raven",1371,2014,0.72,U.K.,3.25,,Panama,Sastisfactorio
551,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,0.72,U.K.,3.25,Trinitario,Venezuela,Sastisfactorio
552,Doble & Bignall,Johe,1407,2014,0.72,U.K.,3.5,Criollo_Trinitario,Nicaragua,Sastisfactorio
553,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.7,U.S.A.,3.75,,Hawaii,Sastisfactorio
554,Dolfin (Belcolade),Africa,304,2008,0.88,Belgium,3,Forastero,West Africa,Sastisfactorio
555,Dolfin (Belcolade),Noir,63,2006,0.7,Belgium,1.5,,,Desagradable
556,Domori,Hacienda Victoria,1672,2015,0.7,Italy,3.75,,Ecuador,Sastisfactorio
557,Domori,Ocumare 77,1672,2015,0.7,Italy,3.75,Criollo_Ocumare_77,Venezuela,Sastisfactorio
558,Domori,"IL100, H. San Jose",1109,2013,1,Italy,3,Criollo,Venezuela,Sastisfactorio
559,Domori,Morogoro,863,2012,0.7,Italy,3.5,,Tanzania,Sastisfactorio
560,Domori,Guasare,863,2012,0.7,Italy,3.75,Criollo,Venezuela,Sastisfactorio
561,Domori,"Canoabo, Hacienda San Jose",693,2011,0.7,Italy,3.5,Criollo,Venezuela,Sastisfactorio
562,Domori,"Chuao, Hacienda San Jose",470,2010,0.7,Italy,3,Trinitario,Venezuela,Sastisfactorio
563,Domori,"Carupano, H. San Jose",227,2008,0.7,Italy,3,Trinitario,Venezuela,Sastisfactorio
564,Domori,Teyuna,272,2008,0.7,Italy,3,,Colombia,Sastisfactorio
565,Domori,Blend No. 1,272,2008,0.78,Italy,3.5,Blend,,Sastisfactorio
566,Domori,Ilblend,272,2008,0.7,Italy,3.75,Blend,,Sastisfactorio
567,Domori,Porcelana,111,2007,0.7,Italy,4,Criollo_Porcelana,Venezuela,Premiun
568,Domori,"Ocumare 61, Puertomar",129,2007,0.75,Italy,3.25,Criollo_Ocumare_61,Venezuela,Sastisfactorio
569,Domori,Granella,135,2007,0.6,Italy,3.25,Trinitario,Venezuela,Sastisfactorio
570,Domori,Madagascar,135,2007,0.7,Italy,3.5,Trinitario,Madagascar,Sastisfactorio
571,Domori,Madagared,192,2007,0.7,Italy,3.5,Criollo,Madagascar,Sastisfactorio
572,Domori,"Java, Javablond",192,2007,0.7,Italy,3.75,Criollo,Indonesia,Sastisfactorio
573,Domori,Ecuador,192,2007,0.7,Italy,4,Forastero_Arriba,Ecuador,Premiun
574,Domori,"Ocumare 67, Puertofino",192,2007,0.7,Italy,4,Criollo_Ocumare_67,Venezuela,Premiun
575,Domori,Sur del Lago Classificado,87,2006,0.7,Italy,3,Trinitario,Venezuela,Sastisfactorio
576,Domori,Apurimac,87,2006,0.7,Italy,3.25,Trinitario,Peru,Sastisfactorio
577,Domori,Carenero Superior,87,2006,0.7,Italy,3.5,Trinitario,Venezuela,Sastisfactorio
578,Dormouse,Non Pariel Estate,1880,2016,0.75,U.K.,2.75,Trinitario,Grenada,Decepcionante
579,Dormouse,"Rio Caribe, Batch 7",1672,2015,0.7,U.K.,2.5,Trinitario,Venezuela,Decepcionante
580,Dormouse,"Colombia, Batch 9",1676,2015,0.8,U.K.,2.75,Criollo_Trinitario,Colombia,Decepcionante
581,Dormouse,"Madagascar, Batch 8",1676,2015,0.77,U.K.,2.75,Criollo_Trinitario,Madagascar,Decepcionante
582,Duffy's,"Rio Dulce, Xoco",1662,2015,0.7,U.K.,4,Criollo,Guatemala,Premiun
583,Duffy's,"Chuno, Xoco",1331,2014,0.7,U.K.,3.5,Criollo,Nicaragua,Sastisfactorio
584,Duffy's,"Rico Rugoso, Xoco",1331,2014,0.76,U.K.,3.75,Criollo,Nicaragua,Sastisfactorio
585,Duffy's,Ocumare,923,2012,0.72,U.K.,3.75,,Venezuela,Sastisfactorio
586,Duffy's,"Indio Rojo, Xoco",623,2011,0.72,U.K.,3.75,Criollo,Honduras,Sastisfactorio
587,Duffy's,Dominican Republic,661,2011,0.65,U.K.,3.5,,Dominican Republic,Sastisfactorio
588,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,0.72,U.K.,3,,Panama,Sastisfactorio
589,Duffy's,"Nicaliso, Xoco",697,2011,0.71,U.K.,3.25,Criollo,Nicaragua,Sastisfactorio
590,Duffy's,Ocumare,765,2011,0.71,U.K.,3.5,,Venezuela,Sastisfactorio
591,Duffy's,Panama,516,2010,0.7,U.K.,3.5,,Panama,Sastisfactorio
592,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,0.72,U.K.,3.75,,Ecuador,Sastisfactorio
593,Duffy's,Star of Ecuador,523,2010,0.7,U.K.,2.5,,Ecuador,Decepcionante
594,Duffy's,Star of Peru,523,2010,0.7,U.K.,3.75,,Peru,Sastisfactorio
595,Dulcinea,Dominican Republic,1506,2015,0.7,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
596,Durand,Madagascar,841,2012,0.82,France,2.75,Trinitario,Madagascar,Decepcionante
597,Durci,"Maranon, Joya Rara",1626,2015,0.7,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
598,Durci,"Rio Caribe, Tepui Treasure",1626,2015,0.7,U.S.A.,3.5,Trinitario,Venezuela,Sastisfactorio
599,Durci,Taino Secret,1630,2015,0.7,U.S.A.,3.25,,Domincan Republic,Sastisfactorio
600,Durci,"Carenero, Empyrean Sabor",1630,2015,0.7,U.S.A.,3.25,Trinitario,Venezuela,Sastisfactorio
601,Durci,Corona Arriba,1630,2015,0.7,U.S.A.,4,,Ecuador,Premiun
602,East Van Roasters,Peru,1343,2014,0.7,Canada,3.25,,Peru,Sastisfactorio
603,East Van Roasters,Madagascar,1343,2014,0.7,Canada,3.5,Trinitario,Madagascar,Sastisfactorio
604,East Van Roasters,Dominican Republic,1343,2014,0.7,Canada,3.75,,Dominican Republic,Sastisfactorio
605,Eau de Rose,Tumaco,1812,2016,0.7,Canada,3.25,,Colombia,Sastisfactorio
606,Eau de Rose,Arauca,1812,2016,0.7,Canada,3.25,,Colombia,Sastisfactorio
607,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,0.72,U.S.A.,2.75,Forastero_Nacional,Peru,Decepcionante
608,Edelmond,Porcelana,1876,2016,0.68,Germany,3,Criollo,Venezuela,Sastisfactorio
609,El Ceibo,"Alto Beni, Covendo Region",709,2011,0.75,Bolivia,3.75,,Bolivia,Sastisfactorio
610,El Ceibo,Alto Beni,252,2008,0.71,Bolivia,2.75,,Bolivia,Decepcionante
611,El Rey,San Joaquin,1662,2015,0.7,Venezuela,3.75,,Venezuela,Sastisfactorio
612,El Rey,"Rio Caribe, Cariaco",439,2009,0.605,Venezuela,2.75,Trinitario,Venezuela,Decepcionante
613,El Rey,"Rio Caribe, Macuro",439,2009,0.7,Venezuela,3,Trinitario,Venezuela,Sastisfactorio
614,El Rey,"Carenero Superior, Apamate",206,2008,0.74,Venezuela,2.5,Criollo,Venezuela,Decepcionante
615,El Rey,"Carenero Superior, Bucare",206,2008,0.58,Venezuela,2.5,Criollo,Venezuela,Decepcionante
616,El Rey,"Carenero Superior, Mijao",206,2008,0.61,Venezuela,3,Criollo,Venezuela,Sastisfactorio
617,El Rey,"Carenero Superior, Gran Saman",32,2006,0.7,Venezuela,2.75,Criollo,Venezuela,Decepcionante
618,Emerald Estate,Emerald Estate,1137,2013,0.6,St. Lucia,2.75,,St. Lucia,Decepcionante
619,Emerald Estate,Emerald Estate,1137,2013,0.7,St. Lucia,3.25,,St. Lucia,Sastisfactorio
620,Emily's,Patanemo,1450,2015,0.79,Japan,3,,Venezuela,Sastisfactorio
621,Emily's,Peru,1454,2015,0.78,Japan,3.5,Criollo,Peru,Sastisfactorio
622,ENNA,"Wampusirpi, batch 007",1916,2016,0.75,U.S.A.,3.25,,Honduras,Sastisfactorio
623,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,0.8,Spain,3.25,Forastero,Sao Tome & Principe,Sastisfactorio
624,Erithaj (A. Morin),Ben Tre,1205,2014,0.7,France,3.25,Trinitario,Vietnam,Sastisfactorio
625,Erithaj (A. Morin),Ham Luong,1209,2014,0.8,France,3,Trinitario,Vietnam,Sastisfactorio
626,Erithaj (A. Morin),Ba Lai,1209,2014,0.74,France,3.25,Trinitario,Vietnam,Sastisfactorio
627,Escazu,Rio Caribe,903,2012,0.7,U.S.A.,2.75,Trinitario,Venezuela,Decepcionante
628,Escazu,Guapiles,414,2009,0.65,U.S.A.,2,,Costa Rica,Decepcionante
629,Escazu,Carenero Superior,423,2009,0.81,U.S.A.,3.5,Criollo,Venezuela,Sastisfactorio
630,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,0.74,U.S.A.,2.75,,"Cost Rica, Ven",Decepcionante
631,Escazu,Ocumare,252,2008,0.72,U.S.A.,3,Criollo,Venezuela,Sastisfactorio
632,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,0.55,U.S.A.,2.5,,"Peru, Madagascar",Decepcionante
633,Ethel's Artisan (Mars),Trinidad,666,2011,0.55,U.S.A.,2.5,Trinitario,Trinidad,Decepcionante
634,Ethel's Artisan (Mars),Porcelana,666,2011,0.7,U.S.A.,2.5,Criollo_Porcelana,Venezuela,Decepcionante
635,Ethel's Artisan (Mars),Red Vanilla,666,2011,0.62,U.S.A.,2.75,,,Decepcionante
636,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,0.62,U.S.A.,2.5,,"Venezuela, Trinidad",Decepcionante
637,Ethereal,Belize,1275,2014,0.8,U.S.A.,3,Trinitario,Belize,Sastisfactorio
638,Ethereal,Ecuador,1275,2014,0.8,U.S.A.,3.5,,Ecuador,Sastisfactorio
639,Ethereal,Dominican Republic,1275,2014,0.8,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
640,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,0.75,U.S.A.,2.75,,Brazil,Decepcionante
641,Feitoria Cacao,Blue Mountain,1732,2016,0.76,Portugal,3,,Jamaica,Sastisfactorio
642,Feitoria Cacao,Cuyagua,1736,2016,0.76,Portugal,2.5,,Venezuela,Decepcionante
643,Feitoria Cacao,Maya Mountain,1736,2016,0.76,Portugal,2.75,Trinitario,Belize,Decepcionante
644,Felchlin,Grenada,494,2010,0.58,Switzerland,3.5,Trinitario,Grenada,Sastisfactorio
645,Felchlin,Supremo- SF,105,2006,0.62,Switzerland,2,,,Decepcionante
646,Felchlin,Elvesia P.,105,2006,0.74,Switzerland,3,Trinitario_Criollo,Dominican Republic,Sastisfactorio
647,Felchlin,"Madagascar, Grand Cru",48,2006,0.64,Switzerland,3,Criollo,Madagascar,Sastisfactorio
648,Felchlin,Maracaibo Clasificado,48,2006,0.65,Switzerland,3,Criollo,Venezuela,Sastisfactorio
649,Felchlin,Arriba,48,2006,0.72,Switzerland,3.5,Forastero_Arriba,Ecuador,Sastisfactorio
650,Felchlin,"Alto Beni, Cru Savage",56,2006,0.68,Switzerland,4,Criollo_Wild,Bolivia,Premiun
651,Finca,Puerto Rico,1283,2014,0.65,U.S.A.,2.25,,Puerto Rico,Decepcionante
652,Finca,Dominican Republic,1283,2014,0.8,U.S.A.,3,,Dominican Republic,Sastisfactorio
653,Finca,Dominican Republic,1283,2014,0.7,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
654,Finca,Dominican Republic,1287,2014,0.85,U.S.A.,2.5,,Dominican Republic,Decepcionante
655,Forever Cacao,Rio Eni,1267,2014,0.72,U.K.,2.75,Criollo,Peru,Decepcionante
656,Forteza (Cortes),Dominican Republic,1776,2016,0.7,Puerto Rico,2.75,,Domincan Republic,Decepcionante
657,Forteza (Cortes),Puerto Rico,1776,2016,0.8,Puerto Rico,2.75,,Domincan Republic,Decepcionante
658,Fossa,"Akesson's E., Sambirano V.",1772,2016,0.7,Singapore,2.75,,Madagascar,Decepcionante
659,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,0.75,Singapore,3.5,,Ecuador,Sastisfactorio
660,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,0.67,Singapore,3.75,Trinitario,Tanzania,Sastisfactorio
661,Franceschi,Choroni,1355,2014,0.7,Venezuela,3.5,,Venezuela,Sastisfactorio
662,Franceschi,Ocumare,1355,2014,0.7,Venezuela,3.75,,Venezuela,Sastisfactorio
663,Franceschi,Canoabo,911,2012,0.7,Venezuela,3.75,,Venezuela,Sastisfactorio
664,Franceschi,Sur del Lago,915,2012,0.6,Venezuela,3.5,,Venezuela,Sastisfactorio
665,Frederic Blondeel,Costa Rica,1538,2015,0.7,Belgium,3.5,,Costa Rica,Sastisfactorio
666,Frederic Blondeel,Peru Brutus,1538,2015,0.75,Belgium,3.5,,Peru,Sastisfactorio
667,Frederic Blondeel,Vietnam,1542,2015,0.8,Belgium,3,Trinitario,Vietnam,Sastisfactorio
668,Frederic Blondeel,Ghana,1351,2014,0.6,Belgium,3.5,Forastero,Ghana,Sastisfactorio
669,Frederic Blondeel,Madagascar,1351,2014,0.65,Belgium,3.5,Trinitario,Madagascar,Sastisfactorio
670,French Broad,"Norandino, batch 161208",1940,2017,0.7,U.S.A.,3.5,,Peru,Sastisfactorio
671,French Broad,Guatemala,1634,2015,0.73,U.S.A.,3.5,,Guatemala,Sastisfactorio
672,French Broad,San Andres,1209,2014,0.8,U.S.A.,3,,Costa Rica,Sastisfactorio
673,French Broad,Matagalpa,1295,2014,0.68,U.S.A.,3.25,,Nicaragua,Sastisfactorio
674,French Broad,"Palo Blanco, Chulucanas",1042,2013,0.66,U.S.A.,3.5,,Peru,Sastisfactorio
675,French Broad,Tumbes Coop,883,2012,0.7,U.S.A.,2.5,Criollo,Peru,Decepcionante
676,French Broad,"Palo Blanco, Chulucanas",883,2012,0.61,U.S.A.,3.5,,Peru,Sastisfactorio
677,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,0.81,U.S.A.,2,,Peru,Decepcionante
678,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,0.7,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
679,French Broad,La Red,785,2011,0.65,U.S.A.,3.5,,Dominican Republic,Sastisfactorio
680,Fresco,"Maranon, #228, MR, SC",1383,2014,0.7,U.S.A.,3,Forastero_Nacional,Peru,Sastisfactorio
681,Fresco,"Maranon, #227, LR, MC",1383,2014,0.7,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
682,Fresco,"Maranon, #229, MR, LC",1383,2014,0.7,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
683,Fresco,"Maranon, #230, DR, LC",1387,2014,0.7,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
684,Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
685,Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
686,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,0.7,U.S.A.,3.75,,Peru,Sastisfactorio
687,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,0.7,U.S.A.,4,Trinitario,Peru,Premiun
688,Fresco,"Markham Valley, #219, LR, MC",899,2012,0.69,U.S.A.,3.5,,Papua New Guinea,Sastisfactorio
689,Fresco,"Markham Valley, #221, DR, MC",899,2012,0.69,U.S.A.,3.5,,Papua New Guinea,Sastisfactorio
690,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,0.74,U.S.A.,4,Trinitario,Madagascar,Premiun
691,Fresco,"Markham Valley, #220, MR, MC",927,2012,0.69,U.S.A.,4,Trinitario,Papua New Guinea,Premiun
692,Fresco,"Markham Valley, #222, LR, 0C",931,2012,0.69,U.S.A.,3,Trinitario,Papua New Guinea,Sastisfactorio
693,Fresco,"Ghana, #211, MR, MC",636,2011,0.74,U.S.A.,2.75,Forastero,Ghana,Decepcionante
694,Fresco,"Jamaica, #209, DR, SC",642,2011,0.7,U.S.A.,3.25,Trinitario,Jamaica,Sastisfactorio
695,Fresco,"Conacado, #212, LR, SC",642,2011,0.72,U.S.A.,3.5,,Dominican Republic,Sastisfactorio
696,Fresco,"Jamaica, #210, DR, MC",642,2011,0.7,U.S.A.,3.5,Trinitario,Jamaica,Sastisfactorio
697,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,0.74,U.S.A.,2.75,Trinitario,Madagascar,Decepcionante
698,Fresco,"Conacado, #213, DR, -C",682,2011,0.72,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
699,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,0.74,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
700,Fresco,"Chuao, #218, MR, MC",745,2011,0.76,U.S.A.,3.25,Trinitario,Venezuela,Sastisfactorio
701,Fresco,"Chuao, #217, DR, MC",745,2011,0.7,U.S.A.,4,Trinitario,Venezuela,Premiun
702,Fresco,"Jamaica, #204, DR, SC",370,2009,0.8,U.S.A.,2.75,Trinitario,Jamaica,Decepcionante
703,Fresco,"Jamaica, #206, DR, LC",370,2009,0.7,U.S.A.,3,Trinitario,Jamaica,Sastisfactorio
704,Fresco,"Jamaica, #205, DR, MC",370,2009,0.7,U.S.A.,3.25,Trinitario,Jamaica,Sastisfactorio
705,Fresco,"Carenero Superior, #203, MR, SC",370,2009,0.65,U.S.A.,3.5,Criollo,Venezuela,Sastisfactorio
706,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,0.7,Denmark,3.5,,Nicaragua,Sastisfactorio
707,Friis Holm (Bonnat),La Dalia,1680,2015,0.6,Denmark,3,,Nicaragua,Sastisfactorio
708,Friis Holm (Bonnat),La Dalia,1680,2015,0.85,Denmark,3.25,,Nicaragua,Sastisfactorio
709,Friis Holm (Bonnat),La Dalia,1259,2014,0.7,Denmark,3.5,,Nicaragua,Sastisfactorio
710,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,0.7,Denmark,3.25,,Nicaragua,Sastisfactorio
711,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,0.7,Denmark,3.5,,Nicaragua,Sastisfactorio
712,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,0.7,Denmark,3.25,Criollo_Trinitario,Nicaragua,Sastisfactorio
713,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,0.7,Denmark,3.25,Criollo_Trinitario,Honduras,Sastisfactorio
714,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,0.7,Denmark,3.25,Criollo_Trinitario,Nicaragua,Sastisfactorio
715,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,0.7,Denmark,3.75,,Nicaragua,Sastisfactorio
716,Friis Holm (Bonnat),"Johe, Xoco",623,2011,0.7,Denmark,3.25,Criollo_Trinitario,Nicaragua,Sastisfactorio
717,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,0.7,Denmark,3.5,Criollo_Trinitario,Nicaragua,Sastisfactorio
718,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,0.7,Denmark,3.5,Criollo_Trinitario,Nicaragua,Sastisfactorio
719,Fruition,"Wild Bolivian, Batch 2",1780,2016,0.74,U.S.A.,3.75,Beniano,Bolivia,Sastisfactorio
720,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,U.S.A.,4,Amazon_mix,Costa Rica,Premiun
721,Fruition,Gran Couva,1347,2014,0.7,U.S.A.,3.75,Trinitario,Trinidad,Sastisfactorio
722,Fruition,Maranon,1359,2014,0.76,U.S.A.,3,Forastero_Nacional,Peru,Sastisfactorio
723,Fruition,La Red,1046,2013,0.7,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
724,Fruition,Camino Verde,1185,2013,0.75,U.S.A.,3,,Ecuador,Sastisfactorio
725,Fruition,Peru,863,2012,0.7,U.S.A.,2.5,,Peru,Decepcionante
726,Fruition,Signature Blend,753,2011,0.66,U.S.A.,3.25,Trinitario,Costa Rica,Sastisfactorio
727,Fruition,Costa Rica,781,2011,0.7,U.S.A.,3,,Costa Rica,Sastisfactorio
728,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,0.85,U.S.A.,2.5,Blend,Hawaii,Decepcionante
729,Georgia Ramon,Akesson P.,1642,2015,0.65,Germany,3.25,Trinitario,Madagascar,Sastisfactorio
730,Georgia Ramon,ABOCFA Coop,1642,2015,0.7,Germany,4,Forastero,Ghana,Premiun
731,Georgia Ramon,Conacado Coop,1646,2015,0.7,Germany,3.5,Trinitario,Domincan Republic,Sastisfactorio
732,Georgia Ramon,Conacado Coop,1646,2015,0.8,Germany,3.5,Trinitario,Domincan Republic,Sastisfactorio
733,Georgia Ramon,Akesson P.,1646,2015,0.75,Germany,3.5,Trinitario,Madagascar,Sastisfactorio
734,Glennmade,"Toledo District, 2015 Harvest",1848,2016,0.7,U.S.A.,3.5,,Belize,Sastisfactorio
735,Glennmade,Bahia,1672,2015,0.66,U.S.A.,3,"Trinitario, Forastero",Brazil,Sastisfactorio
736,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,0.77,U.S.A.,2.75,,Mexico,Decepcionante
737,Goodnow Farms,"El Carmen, batch 1003",1924,2016,0.77,U.S.A.,3.25,,Nicaragua,Sastisfactorio
738,Goodnow Farms,"Asochivite, batch 1005",1924,2016,0.77,U.S.A.,3.25,,Guatemala,Sastisfactorio
739,Grand Place,"Ben Tre, Dong Nai",741,2011,0.72,Vietnam,3,Trinitario,Vietnam,Sastisfactorio
740,Green & Black's (ICAM),Dark,15,2006,0.7,U.K.,2.5,,,Decepcionante
741,Green Bean to Bar,Madagascar,1896,2016,0.7,Japan,3.5,,Madagascar,Sastisfactorio
742,Grenada Chocolate Co.,Grenada,494,2010,0.82,Grenada,3.25,Trinitario,Grenada,Sastisfactorio
743,Grenada Chocolate Co.,Grenada,363,2009,0.6,Grenada,2.75,Trinitario,Grenada,Decepcionante
744,Grenada Chocolate Co.,Grenada,241,2008,0.71,Grenada,2.5,Trinitario,Grenada,Decepcionante
745,Guido Castagna,Arriba,355,2009,0.64,Italy,3,Forastero_Arriba_ASS,Ecuador,Sastisfactorio
746,Guido Castagna,Ghana,355,2009,0.64,Italy,3,Forastero,Ghana,Sastisfactorio
747,Guido Castagna,Trinidad & Tobago,355,2009,0.64,Italy,3,,"Trinidad, Tobago",Sastisfactorio
748,Guido Castagna,Lacri Blend,355,2009,0.76,Italy,3,,Venezuela,Sastisfactorio
749,Guido Castagna,Blend,355,2009,0.64,Italy,3.25,,"Ven, Trinidad, Ecuador",Sastisfactorio
